County;Site;parnr;Lupin;Species;Veghgt.avg;Litt.avg;Light;Moisture;pH;Nitrogen;Family;Sp.length;Management.dependent;Occurrences;N;E;lat;lng;latdms;lngdms
Värmland;Manhem/Asphyttan;2;Yes;Lupinus polyphyllus;37,5;1,05;5;3;2;2;Fabaceae;85;-1;16;6610663,505;453740,213;59,63154;14,17972999;N 59° 372 53.543 ;E 14° 102 47.033 
Värmland;Manhem/Asphyttan;2;Yes;Luzula pilosa;37,5;1,05;3;4;2;4;Juncaceae;17,5;0;1;6610663,505;453740,213;59,63154;14,17972999;N 59° 372 53.543 ;E 14° 102 47.033 
Värmland;Manhem/Asphyttan;2;Yes;Potentilla erecta;37,5;1,05;5;6;4;3;Rosaceae;30;1;10;6610663,505;453740,213;59,63154;14,17972999;N 59° 372 53.543 ;E 14° 102 47.033 
Värmland;Manhem/Asphyttan;2;Yes;Ranunculus acris subsp. acris;37,5;1,05;5;5;4;7;Ranunculaceae;45;1;2;6610663,505;453740,213;59,63154;14,17972999;N 59° 372 53.543 ;E 14° 102 47.033 
Värmland;Manhem/Asphyttan;2;Yes;Vaccinium vitis-idaea;37,5;1,05;5;4;2;1;Ericaceae;17,5;-1;16;6610663,505;453740,213;59,63154;14,17972999;N 59° 372 53.543 ;E 14° 102 47.033 
Värmland;Manhem/Asphyttan;2;Yes;Vicia cracca;37,5;1,05;5;5;6;3;Fabaceae;60;1;3;6610663,505;453740,213;59,63154;14,17972999;N 59° 372 53.543 ;E 14° 102 47.033 
Värmland;Nordsjö;1;No;Achillea millefolium;15;3,6;6;2;5;5;Asteraceae;45;1;11;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Angelica sylvestris;15;3,6;5;7;4;7;Apiaceae;140;0;1;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Calluna vulgaris;15;3,6;5;4;2;2;Ericaceae;42,5;1;1;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Chamaenerion angustifolium;15;3,6;5;4;3;7;Onagraceae;115;-1;7;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Fragaria vesca;15;3,6;4;4;5;4;Rosaceae;12,5;0;7;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Galium uliginosum;15;3,6;5;7;5;3;Rubiaceae;22,5;0;3;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Gallium mollugo;15;3,6;5;3;5;5;Rubiaceae;65;0;2;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Hieracium umbellatum;15;3,6;6;3;4;4;Asteraceae;52,5;0;3;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Hypericum maculatum;15;3,6;5;3;3;5;Hypericaceae;55;1;1;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Juncus effusus;15;3,6;5;7;4;4;Juncaceae;80;0;2;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Luzula multiflora;15;3,6;5;3;4;4;Juncaceae;30;2;3;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Ranunculus acris subsp. acris;15;3,6;5;5;4;7;Ranunculaceae;45;1;7;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Rumex acetosa;15;3,6;6;5;5;6;Polygonaceae;60;1;3;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Veronica chamaedrys;15;3,6;4;4;5;5;Plantaginaceae;20;1;9;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;No;Vicia cracca;15;3,6;5;5;6;3;Fabaceae;60;1;3;6621254,271;413623,418;59,72023;13,46427001;N 59° 432 12.833 ;E 13° 272 51.373 
Värmland;Nordsjö;1;Yes;Achillea millefolium;67,5;2,075;6;2;5;5;Asteraceae;45;1;1;6621252,416;413655,448;59,72022;13,46484001;N 59° 432 12.793 ;E 13° 272 53.423 
Värmland;Nordsjö;1;Yes;Calluna vulgaris;67,5;2,075;5;4;2;2;Ericaceae;42,5;1;4;6621252,416;413655,448;59,72022;13,46484001;N 59° 432 12.793 ;E 13° 272 53.423 
Värmland;Nordsjö;1;Yes;Gallium mollugo;67,5;2,075;5;3;5;5;Rubiaceae;65;0;7;6621252,416;413655,448;59,72022;13,46484001;N 59° 432 12.793 ;E 13° 272 53.423 
Värmland;Nordsjö;1;Yes;Juncus effusus;67,5;2,075;5;7;4;4;Juncaceae;80;0;2;6621252,416;413655,448;59,72022;13,46484001;N 59° 432 12.793 ;E 13° 272 53.423 
Värmland;Nordsjö;1;Yes;Lupinus polyphyllus;67,5;2,075;5;3;2;2;Fabaceae;85;-1;16;6621252,416;413655,448;59,72022;13,46484001;N 59° 432 12.793 ;E 13° 272 53.423 
Värmland;Nykroppa Herrhult;1;No;Anthriscus sylvestris;19,375;1,0875;5;5;6;7;Apiaceae;100;-1;1;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Chamaenerion angustifolium;19,375;1,0875;5;4;3;7;Onagraceae;115;-1;2;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Daucus carota subsp. carota;19,375;1,0875;7;2;7;5;Apiaceae;55;1;7;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Fragaria vesca;19,375;1,0875;4;4;5;4;Rosaceae;12,5;0;3;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Knautia arvensis;19,375;1,0875;6;3;6;4;Caprifoliaceae;55;1;8;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Lathyrus pratensis;19,375;1,0875;6;5;5;5;Fabaceae;60;1;2;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Leucanthemum vulgare;19,375;1,0875;6;3;6;4;Asteraceae;45;1;5;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Pimpinella saxifraga;19,375;1,0875;5;3;6;3;Apiaceae;12,5;2;7;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Potentilla erecta;19,375;1,0875;5;6;4;3;Rosaceae;30;1;2;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Ranunculus acris subsp. acris;19,375;1,0875;5;5;4;7;Ranunculaceae;45;1;1;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Rhinanthus minor;19,375;1,0875;5;5;4;2;Orobanchaceae;20;2;1;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Solidago canadensis;19,375;1,0875;6;3;5;7;Asteraceae;90;-1;2;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Taraxacum;19,375;1,0875;NA;NA;NA;NA;Asteraceae;NA;1;5;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Vicia cracca;19,375;1,0875;5;5;6;3;Fabaceae;60;1;3;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;No;Viola canina;19,375;1,0875;5;4;3;2;Violaceae;12,5;0;1;6621374,552;456402,293;59,728;14,22471;N 59° 432 40.803 ;E 14° 132 28.963 
Värmland;Nykroppa Herrhult;1;Yes;Alchemilla vulgaris;58,75;0,83125;NA;NA;NA;NA;Rosaceae;25;1;3;6621381,352;456392,249;59,72806;14,22453;N 59° 432 41.023 ;E 14° 132 28.313 
Värmland;Nykroppa Herrhult;1;Yes;Lupinus polyphyllus;58,75;0,83125;5;3;2;2;Fabaceae;85;-1;16;6621381,352;456392,249;59,72806;14,22453;N 59° 432 41.023 ;E 14° 132 28.313 
Värmland;Nykroppa Herrhult;1;Yes;Ranunculus acris subsp. acris;58,75;0,83125;5;5;4;7;Ranunculaceae;45;1;2;6621381,352;456392,249;59,72806;14,22453;N 59° 432 41.023 ;E 14° 132 28.313 
Värmland;Nykroppa Herrhult;1;Yes;Solidago canadensis;58,75;0,83125;6;3;5;7;Asteraceae;90;-1;9;6621381,352;456392,249;59,72806;14,22453;N 59° 432 41.023 ;E 14° 132 28.313 
Värmland;Nykroppa Herrhult;1;Yes;Trifolium pratense;58,75;0,83125;5;5;6;4;Fabaceae;37,5;1;4;6621381,352;456392,249;59,72806;14,22453;N 59° 432 41.023 ;E 14° 132 28.313 
Värmland;Rämmen-Haget;1;No;Alchemilla vulgaris;11,25;0,38125;NA;NA;NA;NA;Rosaceae;25;1;1;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Angelica sylvestris;11,25;0,38125;5;7;4;7;Apiaceae;140;0;2;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Campanula rotundifolia;11,25;0,38125;6;3;5;4;Campanulaceae;30;2;1;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Carex leporina;11,25;0,38125;4;5;3;4;Cyperaceae;25;0;2;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Cirsium palustre;11,25;0,38125;6;7;4;5;Asteraceae;150;0;1;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Fragaria vesca;11,25;0,38125;4;4;5;4;Rosaceae;12,5;0;15;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Knautia arvensis;11,25;0,38125;6;3;6;4;Caprifoliaceae;55;1;6;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Leucanthemum vulgare;11,25;0,38125;6;3;6;4;Asteraceae;45;1;3;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Pilosella officinarum;11,25;0,38125;7;1;3;3;Asteraceae;12,5;2;4;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Potentilla erecta;11,25;0,38125;5;6;4;3;Rosaceae;30;1;8;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Prunella vulgaris;11,25;0,38125;5;6;6;5;Lamiaceae;15;2;1;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Ranunculus acris subsp. acris;11,25;0,38125;5;5;4;7;Ranunculaceae;45;1;10;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Rumex acetosa;11,25;0,38125;6;5;5;6;Polygonaceae;60;1;3;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Taraxacum;11,25;0,38125;NA;NA;NA;NA;Asteraceae;NA;1;11;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Tussilago farfara;11,25;0,38125;5;6;6;5;Asteraceae;12,5;0;2;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Veronica officinalis;11,25;0,38125;5;3;5;5;Plantaginaceae;20;0;3;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;No;Viola canina;11,25;0,38125;5;4;3;2;Violaceae;12,5;0;5;6641003,163;450058,324;59,90352;14,10721;N 59° 542 12.673 ;E 14° 62 25.963 
Värmland;Rämmen-Haget;1;Yes;Calluna vulgaris;41,25;1,38125;5;4;2;2;Ericaceae;42,5;1;3;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Fragaria vesca;41,25;1,38125;4;4;5;4;Rosaceae;12,5;0;11;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Hieracium umbellatum;41,25;1,38125;6;3;4;4;Asteraceae;52,5;0;1;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Leucanthemum vulgare;41,25;1,38125;6;3;6;4;Asteraceae;45;1;2;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Lupinus polyphyllus;41,25;1,38125;5;3;2;2;Fabaceae;85;-1;13;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Potentilla erecta;41,25;1,38125;5;6;4;3;Rosaceae;30;1;1;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Ranunculus acris subsp. acris;41,25;1,38125;5;5;4;7;Ranunculaceae;45;1;2;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Taraxacum;41,25;1,38125;NA;NA;NA;NA;Asteraceae;NA;1;3;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Trifolium pratense;41,25;1,38125;5;5;6;4;Fabaceae;37,5;1;3;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Rämmen-Haget;1;Yes;Tussilago farfara;41,25;1,38125;5;6;6;5;Asteraceae;12,5;0;3;6641011,184;450041,648;59,90359;14,10691;N 59° 542 12.923 ;E 14° 62 24.883 
Värmland;Snavlunda äng;1;No;Achillea millefolium;6,875;0,65625;6;2;5;5;Asteraceae;45;1;3;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Alchemilla vulgaris;6,875;0,65625;NA;NA;NA;NA;Rosaceae;25;1;2;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Anthyllis vulneraria;6,875;0,65625;7;3;7;3;Fabaceae;32,5;0;3;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Daucus carota subsp. carota;6,875;0,65625;7;2;7;5;Apiaceae;55;1;6;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Dianthus deltoides;6,875;0,65625;7;2;6;3;Caryophyllaceae;20;2;1;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Hypericum perforatum;6,875;0,65625;6;2;5;4;Hypericaceae;50;2;1;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Lotus corniculatus;6,875;0,65625;6;3;5;3;Fabaceae;40;2;5;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Pimpinella saxifraga;6,875;0,65625;5;3;6;3;Apiaceae;12,5;2;9;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Plantago major;6,875;0,65625;5;4;5;5;Plantaginaceae;30;1;9;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Potentilla argentea;6,875;0,65625;7;2;4;2;Rosaceae;25;1;6;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Ranunculus acris subsp. acris;6,875;0,65625;5;5;4;7;Ranunculaceae;45;1;2;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Rumex acetosella;6,875;0,65625;6;2;3;2;Polygonaceae;25;2;1;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Silene vulgaris;6,875;0,65625;6;3;6;5;Caryophyllaceae;55;1;2;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Stellaria longifolia;6,875;0,65625;4;5;4;6;Caryophyllaceae;90;0;1;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Taraxacum;6,875;0,65625;NA;NA;NA;NA;Asteraceae;NA;1;5;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Trifolium aureoum;6,875;0,65625;6;2;6;3;Fabaceae;22,5;2;1;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Trifolium hybridum;6,875;0,65625;6;4;6;4;Fabaceae;35;1;2;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Trifolium pratense;6,875;0,65625;5;5;6;4;Fabaceae;37,5;1;8;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;No;Verbascum nigrum;6,875;0,65625;6;2;5;5;Scrophulariaceae;70;0;4;6648328,782;494108,301;59,97228;14,89446;N 59° 582 20.213 ;E 14° 532 40.063 
Värmland;Snavlunda äng;1;Yes;Campanula rotundifolia;52,5;2,6375;6;3;5;4;Campanulaceae;30;2;6;6650908,957;494242,954;59,99545;14,89679999;N 59° 592 43.623 ;E 14° 532 48.483 
Värmland;Snavlunda äng;1;Yes;Lupinus polyphyllus;52,5;2,6375;5;3;2;2;Fabaceae;85;-1;14;6650908,957;494242,954;59,99545;14,89679999;N 59° 592 43.623 ;E 14° 532 48.483 
Värmland;Snavlunda äng;1;Yes;Trifolium hybridum;52,5;2,6375;6;4;6;4;Fabaceae;35;1;3;6650908,957;494242,954;59,99545;14,89679999;N 59° 592 43.623 ;E 14° 532 48.483 
Värmland;Snavlunda äng;1;Yes;Trifolium pratense;52,5;2,6375;5;5;6;4;Fabaceae;37,5;1;5;6650908,957;494242,954;59,99545;14,89679999;N 59° 592 43.623 ;E 14° 532 48.483 
Värmland;Stavkärr/Svinnersta;3;No;Achillea millefolium;10;2,9;6;2;5;5;Asteraceae;45;1;3;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Daucus carota subsp. carota;10;2,9;7;2;7;5;Apiaceae;55;1;3;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Fragaria vesca;10;2,9;4;4;5;4;Rosaceae;12,5;0;1;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Geum rivale;10;2,9;4;6;6;6;Rosaceae;35;1;2;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Hypericum maculatum;10;2,9;5;3;3;5;Hypericaceae;55;1;16;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Lathyrus linifolius;10;2,9;4;3;3;3;Fabaceae;25;1;6;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Lotus corniculatus;10;2,9;6;3;5;3;Fabaceae;40;2;14;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Melampyrum sylvaticum;10;2,9;3;4;5;4;Orobanchaceae;20;0;16;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Pimpinella saxifraga;10;2,9;5;3;6;3;Apiaceae;12,5;2;1;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Plantago lanceolata;10;2,9;6;3;5;4;Plantaginaceae;40;1;3;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Succisa pratensis;10;2,9;5;6;5;2;Caprifoliaceae;42,5;1;8;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Trifolium repens;10;2,9;6;5;6;4;Fabaceae;20;1;1;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Veronica chamaedrys;10;2,9;4;4;5;5;Plantaginaceae;20;1;9;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;No;Vicia cracca;10;2,9;5;5;6;3;Fabaceae;60;1;7;6537580,041;487246,521;58,97761;14,77815999;N 58° 582 39.403 ;E 14° 462 41.383 
Värmland;Stavkärr/Svinnersta;3;Yes;Achillea millefolium;86,25;2,90625;6;2;5;5;Asteraceae;45;1;3;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Fragaria vesca;86,25;2,90625;4;4;5;4;Rosaceae;12,5;0;3;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Hypericum maculatum;86,25;2,90625;5;3;3;5;Hypericaceae;55;1;3;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Knautia arvensis;86,25;2,90625;6;3;6;4;Caprifoliaceae;55;1;1;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Lathyrus linifolius;86,25;2,90625;4;3;3;3;Fabaceae;25;1;3;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Lupinus polyphyllus;86,25;2,90625;5;3;2;2;Fabaceae;85;-1;14;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Melampyrum sylvaticum;86,25;2,90625;3;4;5;4;Orobanchaceae;20;0;4;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Plantago lanceolata;86,25;2,90625;6;3;5;4;Plantaginaceae;40;1;1;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Stavkärr/Svinnersta;3;Yes;Veronica chamaedrys;86,25;2,90625;4;4;5;5;Plantaginaceae;20;1;2;6537598,995;487239,111;58,97778;14,77803001;N 58° 582 40.013 ;E 14° 462 40.913 
Värmland;Torsked;1;No;Carex pallescens;11,875;2,4375;5;5;3;4;Cyperaceae;42,5;1;3;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Convallaria majalis;11,875;2,4375;2;5;4;4;Asparagaceae;17,5;0;15;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Geranium sylvaticum;11,875;2,4375;4;5;5;5;Geraniaceae;47,5;0;4;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Hypericum maculatum;11,875;2,4375;5;3;3;5;Hypericaceae;55;1;1;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Lathyrus pratensis;11,875;2,4375;6;5;5;5;Fabaceae;60;1;1;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Luzula pilosa;11,875;2,4375;3;4;2;4;Juncaceae;17,5;0;2;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Ranunculus acris subsp. acris;11,875;2,4375;5;5;4;7;Ranunculaceae;45;1;2;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Rubus saxatilis;11,875;2,4375;3;5;5;5;Rosaceae;22,5;-1;13;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;No;Vicia cracca;11,875;2,4375;5;5;6;3;Fabaceae;60;1;2;6616988,264;422533,356;59,68369;13,62420001;N 59° 412 1.283 ;E 13° 372 27.123 
Värmland;Torsked;1;Yes;Campanula persicifolia;31,25;2,81875;5;3;6;5;Campanulaceae;65;1;1;6617027,742;422563,463;59,68405;13,62472;N 59° 412 2.583 ;E 13° 372 28.993 
Värmland;Torsked;1;Yes;Fragaria vesca;31,25;2,81875;4;4;5;4;Rosaceae;12,5;0;5;6617027,742;422563,463;59,68405;13,62472;N 59° 412 2.583 ;E 13° 372 28.993 
